MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyVisibility,HourlyWindSpeed
6,5,4,AS,SEA,WA,LAS,NV,19.93,44.0,44.0,1.0,2.0,22.43,150.0,867.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,LAS,NV,21.45,19.0,19.0,1.0,1.0,23.98,152.0,867.0,4,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,LAX,CA,6.0,23.0,23.0,1.0,1.0,8.58,155.0,954.0,4,51.0,54.0,90.0,5.0,0.0
6,5,4,AS,SEA,WA,LAX,CA,7.0,-6.0,0.0,0.0,-1.0,9.75,165.0,954.0,4,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,LAX,CA,8.08,-5.0,0.0,0.0,-1.0,10.83,165.0,954.0,4,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,LAX,CA,10.2,10.0,10.0,0.0,0.0,12.97,166.0,954.0,4,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,LAX,CA,12.0,14.0,14.0,0.0,0.0,14.77,166.0,954.0,4,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,LAX,CA,14.5,-4.0,0.0,0.0,-1.0,17.25,165.0,954.0,4,49.0,75.0,40.0,10.0,8.0
6,5,4,AS,SEA,WA,LAX,CA,16.0,-11.0,0.0,0.0,-1.0,18.75,165.0,954.0,4,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,LAX,CA,17.72,26.0,26.0,1.0,1.0,20.47,165.0,954.0,4,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,LAX,CA,18.87,-7.0,0.0,0.0,-1.0,21.63,166.0,954.0,4,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,LAX,CA,19.92,-5.0,0.0,0.0,-1.0,22.65,164.0,954.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,LAX,CA,21.25,49.0,49.0,1.0,3.0,23.98,164.0,954.0,4,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,LIH,HI,8.58,-2.0,0.0,0.0,-1.0,11.77,371.0,2701.0,11,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,LIH,HI,18.27,11.0,11.0,0.0,0.0,21.55,377.0,2701.0,11,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,MCI,MO,9.07,-9.0,0.0,0.0,-1.0,14.6,212.0,1489.0,6,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,MCI,MO,12.58,3.0,3.0,0.0,0.0,18.12,212.0,1489.0,6,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,MCI,MO,18.08,-3.0,0.0,0.0,-1.0,23.63,213.0,1489.0,6,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,MCO,FL,7.92,13.0,13.0,0.0,0.0,16.83,355.0,2554.0,11,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,MCO,FL,15.72,19.0,19.0,1.0,1.0,0.42,342.0,2554.0,11,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,MCO,FL,23.08,34.0,34.0,1.0,2.0,7.65,334.0,2554.0,11,50.0,65.0,59.0,10.0,9.0
6,5,4,AS,SEA,WA,MIA,FL,8.42,6.0,6.0,0.0,0.0,17.35,356.0,2724.0,11,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,MKE,WI,7.98,-2.0,0.0,0.0,-1.0,13.87,233.0,1694.0,7,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,MKE,WI,18.17,47.0,47.0,1.0,3.0,23.98,229.0,1694.0,7,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,MSO,MT,11.83,38.0,38.0,1.0,2.0,14.35,91.0,389.0,2,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,MSP,MN,7.93,202.0,202.0,1.0,12.0,13.35,205.0,1399.0,6,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,MSP,MN,10.42,4.0,4.0,0.0,0.0,15.85,206.0,1399.0,6,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,MSP,MN,18.62,-5.0,0.0,0.0,-1.0,23.98,202.0,1399.0,6,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,MSY,LA,10.07,31.0,31.0,1.0,2.0,16.77,282.0,2086.0,9,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,MSY,LA,23.27,1.0,1.0,0.0,0.0,6.02,285.0,2086.0,9,50.0,65.0,59.0,10.0,9.0
6,5,4,AS,SEA,WA,OAK,CA,11.48,5.0,5.0,0.0,0.0,13.6,127.0,672.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,OAK,CA,20.07,22.0,22.0,1.0,1.0,22.18,127.0,672.0,3,51.0,66.0,59.0,10.0,8.0
6,5,4,AS,SEA,WA,OGG,HI,9.0,-8.0,0.0,0.0,-1.0,12.18,371.0,2640.0,11,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,OGG,HI,11.58,48.0,48.0,1.0,3.0,14.85,376.0,2640.0,11,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,OGG,HI,18.95,71.0,71.0,1.0,4.0,22.22,376.0,2640.0,11,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,OKC,OK,8.15,-1.0,0.0,0.0,-1.0,13.78,218.0,1519.0,7,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,OMA,NE,9.92,20.0,20.0,1.0,1.0,15.23,199.0,1368.0,6,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,OMA,NE,18.98,-5.0,0.0,0.0,-1.0,0.2,193.0,1368.0,6,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,ONT,CA,8.43,59.0,59.0,1.0,3.0,10.95,151.0,956.0,4,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,ONT,CA,13.3,12.0,12.0,0.0,0.0,15.83,152.0,956.0,4,49.0,73.0,43.0,10.0,8.0
6,5,4,AS,SEA,WA,ONT,CA,15.88,24.0,24.0,1.0,1.0,18.42,152.0,956.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,ONT,CA,20.25,5.0,5.0,0.0,0.0,22.77,151.0,956.0,4,51.0,66.0,59.0,10.0,8.0
6,5,4,AS,SEA,WA,ORD,IL,8.07,24.0,24.0,1.0,1.0,14.3,254.0,1721.0,7,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,ORD,IL,10.83,20.0,20.0,1.0,1.0,17.03,252.0,1721.0,7,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,ORD,IL,12.67,25.0,25.0,1.0,1.0,18.92,255.0,1721.0,7,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,ORD,IL,16.32,-6.0,0.0,0.0,-1.0,22.38,244.0,1721.0,7,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,ORD,IL,17.92,7.0,7.0,0.0,0.0,23.98,244.0,1721.0,7,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,ORD,IL,23.67,0.0,0.0,0.0,0.0,5.67,240.0,1721.0,7,50.0,65.0,59.0,10.0,9.0
6,5,4,AS,SEA,WA,PDX,OR,11.33,48.0,48.0,1.0,3.0,12.3,58.0,129.0,1,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,PHL,PA,9.67,-2.0,0.0,0.0,-1.0,17.9,314.0,2378.0,10,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,PHL,PA,21.42,-2.0,0.0,0.0,-1.0,5.67,315.0,2378.0,10,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,PHX,AZ,7.93,-5.0,0.0,0.0,-1.0,10.8,172.0,1107.0,5,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,PHX,AZ,9.98,-6.0,0.0,0.0,-1.0,12.85,172.0,1107.0,5,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,PHX,AZ,11.9,150.0,150.0,1.0,10.0,14.78,173.0,1107.0,5,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,PHX,AZ,13.67,3.0,3.0,0.0,0.0,16.47,168.0,1107.0,5,49.0,73.0,43.0,10.0,8.0
6,5,4,AS,SEA,WA,PHX,AZ,16.98,-5.0,0.0,0.0,-1.0,19.83,171.0,1107.0,5,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,PHX,AZ,18.13,28.0,28.0,1.0,1.0,21.0,172.0,1107.0,5,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,PHX,AZ,19.98,2.0,2.0,0.0,0.0,22.82,170.0,1107.0,5,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,PHX,AZ,21.08,-3.0,0.0,0.0,-1.0,23.97,173.0,1107.0,5,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,PIT,PA,11.02,24.0,24.0,1.0,1.0,18.73,283.0,2125.0,9,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,PIT,PA,23.08,35.0,35.0,1.0,2.0,6.75,280.0,2125.0,9,50.0,65.0,59.0,10.0,9.0
6,5,4,AS,SEA,WA,PSC,WA,19.83,0.0,0.0,0.0,0.0,20.83,60.0,172.0,1,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,PSP,CA,10.67,-6.0,0.0,0.0,-1.0,13.3,158.0,987.0,4,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,PSP,CA,14.62,-11.0,0.0,0.0,-1.0,17.32,162.0,987.0,4,49.0,75.0,40.0,10.0,8.0
6,5,4,AS,SEA,WA,RDM,OR,11.35,11.0,11.0,0.0,0.0,12.5,69.0,228.0,1,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,RDM,OR,22.88,42.0,42.0,1.0,2.0,23.98,66.0,228.0,1,51.0,66.0,59.0,10.0,8.0
6,5,4,AS,SEA,WA,RDU,NC,8.47,14.0,14.0,0.0,0.0,16.7,314.0,2354.0,10,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,RDU,NC,21.62,5.0,5.0,0.0,0.0,5.68,304.0,2354.0,10,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,RNO,NV,11.72,12.0,12.0,0.0,0.0,13.52,108.0,564.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,RNO,NV,21.67,25.0,25.0,1.0,1.0,23.43,106.0,564.0,3,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,SAN,CA,6.0,-8.0,0.0,0.0,-1.0,8.7,162.0,1050.0,5,51.0,54.0,90.0,5.0,0.0
6,5,4,AS,SEA,WA,SAN,CA,7.0,4.0,4.0,0.0,0.0,9.8,168.0,1050.0,5,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,SAN,CA,8.42,0.0,0.0,0.0,0.0,11.22,168.0,1050.0,5,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,SAN,CA,11.7,9.0,9.0,0.0,0.0,14.5,168.0,1050.0,5,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,SAN,CA,13.73,1.0,1.0,0.0,0.0,16.5,166.0,1050.0,5,49.0,73.0,43.0,10.0,8.0
6,5,4,AS,SEA,WA,SAN,CA,16.27,-7.0,0.0,0.0,-1.0,19.02,165.0,1050.0,5,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,SAN,CA,17.98,-7.0,0.0,0.0,-1.0,20.75,166.0,1050.0,5,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,SAN,CA,18.98,-5.0,0.0,0.0,-1.0,21.75,166.0,1050.0,5,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,SAN,CA,19.98,-3.0,0.0,0.0,-1.0,22.73,165.0,1050.0,5,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,SAN,CA,21.25,-3.0,0.0,0.0,-1.0,23.98,164.0,1050.0,5,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,SAT,TX,12.35,11.0,11.0,0.0,0.0,18.47,247.0,1774.0,8,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,SAT,TX,23.18,31.0,31.0,1.0,2.0,5.17,239.0,1774.0,8,50.0,65.0,59.0,10.0,9.0
6,5,4,AS,SEA,WA,SBA,CA,15.22,5.0,5.0,0.0,0.0,17.62,144.0,908.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,SBP,CA,16.25,16.0,16.0,1.0,1.0,18.67,145.0,847.0,4,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,SFO,CA,7.0,2.0,2.0,0.0,0.0,9.25,135.0,679.0,3,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,SFO,CA,8.13,-4.0,0.0,0.0,-1.0,10.37,134.0,679.0,3,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,SFO,CA,11.48,68.0,68.0,1.0,4.0,13.72,134.0,679.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,SFO,CA,13.67,3.0,3.0,0.0,0.0,15.85,131.0,679.0,3,49.0,73.0,43.0,10.0,8.0
6,5,4,AS,SEA,WA,SFO,CA,15.77,-1.0,0.0,0.0,-1.0,17.95,131.0,679.0,3,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,SFO,CA,16.98,30.0,30.0,1.0,2.0,19.17,131.0,679.0,3,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,SFO,CA,17.98,-6.0,0.0,0.0,-1.0,20.17,131.0,679.0,3,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,SFO,CA,18.98,1.0,1.0,0.0,0.0,21.18,132.0,679.0,3,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,SFO,CA,20.02,84.0,84.0,1.0,5.0,22.18,130.0,679.0,3,51.0,66.0,59.0,10.0,8.0
6,5,4,AS,SEA,WA,SFO,CA,21.55,3.0,3.0,0.0,0.0,23.73,131.0,679.0,3,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,SIT,AK,11.33,0.0,0.0,0.0,0.0,12.73,144.0,861.0,4,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,SIT,AK,21.42,77.0,77.0,1.0,5.0,22.95,152.0,861.0,4,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,SJC,CA,10.42,20.0,20.0,1.0,1.0,12.6,131.0,696.0,3,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,SJC,CA,12.67,13.0,13.0,0.0,0.0,14.85,131.0,696.0,3,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,SJC,CA,14.7,-8.0,0.0,0.0,-1.0,16.85,129.0,696.0,3,49.0,75.0,40.0,10.0,8.0
6,5,4,AS,SEA,WA,SJC,CA,16.83,1.0,1.0,0.0,0.0,18.98,129.0,696.0,3,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,SJC,CA,18.07,7.0,7.0,0.0,0.0,20.23,130.0,696.0,3,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,SJC,CA,20.5,12.0,12.0,0.0,0.0,22.63,128.0,696.0,3,51.0,66.0,59.0,10.0,8.0
6,5,4,AS,SEA,WA,SLC,UT,7.25,-9.0,0.0,0.0,-1.0,10.3,123.0,689.0,3,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,SLC,UT,11.65,6.0,6.0,0.0,0.0,14.7,123.0,689.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,SLC,UT,15.58,48.0,48.0,1.0,3.0,18.65,124.0,689.0,3,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,SLC,UT,16.73,-3.0,0.0,0.0,-1.0,19.8,124.0,689.0,3,50.0,77.0,39.0,10.0,10.0
6,5,4,AS,SEA,WA,SMF,CA,10.15,6.0,6.0,0.0,0.0,12.03,113.0,605.0,3,53.0,65.0,66.0,10.0,9.0
6,5,4,AS,SEA,WA,SMF,CA,12.1,37.0,37.0,1.0,2.0,14.0,114.0,605.0,3,51.0,71.0,49.0,10.0,13.0
6,5,4,AS,SEA,WA,SMF,CA,19.87,1.0,1.0,0.0,0.0,21.68,109.0,605.0,3,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,SMF,CA,21.75,116.0,116.0,1.0,7.0,23.62,112.0,605.0,3,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,SNA,CA,7.0,-7.0,0.0,0.0,-1.0,9.78,167.0,978.0,4,51.0,57.0,81.0,10.0,6.0
6,5,4,AS,SEA,WA,SNA,CA,9.92,-1.0,0.0,0.0,-1.0,12.7,167.0,978.0,4,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,SNA,CA,11.42,0.0,0.0,0.0,0.0,14.2,167.0,978.0,4,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,SNA,CA,14.87,-5.0,0.0,0.0,-1.0,17.58,163.0,978.0,4,49.0,75.0,40.0,10.0,8.0
6,5,4,AS,SEA,WA,SNA,CA,15.72,3.0,3.0,0.0,0.0,18.43,163.0,978.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,AS,SEA,WA,SNA,CA,17.83,-7.0,0.0,0.0,-1.0,20.55,163.0,978.0,4,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,SNA,CA,19.83,-6.0,0.0,0.0,-1.0,22.5,160.0,978.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,AS,SEA,WA,STL,MO,8.18,3.0,3.0,0.0,0.0,14.12,236.0,1709.0,7,52.0,58.0,81.0,10.0,5.0
6,5,4,AS,SEA,WA,STL,MO,11.42,16.0,16.0,1.0,1.0,17.3,233.0,1709.0,7,52.0,68.0,57.0,10.0,9.0
6,5,4,AS,SEA,WA,STL,MO,18.07,3.0,3.0,0.0,0.0,0.07,240.0,1709.0,7,48.0,73.0,41.0,10.0,8.0
6,5,4,AS,SEA,WA,STS,CA,17.13,-8.0,0.0,0.0,-1.0,19.12,119.0,618.0,3,49.0,75.0,40.0,10.0,14.0
6,5,4,AS,SEA,WA,TPA,FL,9.07,0.0,0.0,0.0,0.0,17.63,334.0,2520.0,11,52.0,61.0,72.0,10.0,7.0
6,5,4,AS,SEA,WA,TPA,FL,21.13,0.0,0.0,0.0,0.0,5.67,332.0,2520.0,11,50.0,66.0,56.0,10.0,11.0
6,5,4,AS,SEA,WA,TUS,AZ,8.03,-7.0,0.0,0.0,-1.0,11.08,183.0,1216.0,5,52.0,58.0,81.0,10.0,5.0
6,5,4,B6,SEA,WA,BOS,MA,11.47,45.0,45.0,1.0,3.0,19.98,331.0,2496.0,10,52.0,68.0,57.0,10.0,9.0
6,5,4,B6,SEA,WA,JFK,NY,22.67,102.0,102.0,1.0,6.0,7.0,320.0,2422.0,10,51.0,66.0,59.0,10.0,8.0
6,5,4,DL,GEG,WA,ATL,GA,12.65,-9.0,0.0,0.0,-1.0,20.08,266.0,1969.0,8,36.0,78.0,22.0,10.0,7.0
6,5,4,DL,GEG,WA,ATL,GA,23.37,-8.0,0.0,0.0,-1.0,6.72,261.0,1969.0,8,40.0,66.0,39.0,10.0,7.0
6,5,4,DL,GEG,WA,MSP,MN,7.0,-7.0,0.0,0.0,-1.0,11.92,175.0,1175.0,5,43.0,63.0,48.0,10.0,5.0
6,5,4,DL,GEG,WA,MSP,MN,14.17,-8.0,0.0,0.0,-1.0,19.15,179.0,1175.0,5,31.0,80.0,17.0,10.0,10.0
6,5,4,DL,GEG,WA,SEA,WA,7.25,-9.0,0.0,0.0,-1.0,8.47,73.0,224.0,1,43.0,63.0,48.0,10.0,5.0
6,5,4,DL,GEG,WA,SLC,UT,6.0,-12.0,0.0,0.0,-1.0,8.65,99.0,546.0,3,43.0,58.0,58.0,10.0,5.0
6,5,4,DL,GEG,WA,SLC,UT,9.75,-7.0,0.0,0.0,-1.0,12.48,104.0,546.0,3,40.0,72.0,31.0,10.0,3.0
6,5,4,DL,GEG,WA,SLC,UT,13.0,-8.0,0.0,0.0,-1.0,15.78,107.0,546.0,3,34.0,77.0,21.0,10.0,0.0
6,5,4,DL,GEG,WA,SLC,UT,16.93,-4.0,0.0,0.0,-1.0,19.65,103.0,546.0,3,31.0,79.0,17.0,10.0,7.0
6,5,4,DL,PSC,WA,MSP,MN,6.75,-7.0,0.0,0.0,-1.0,11.9,189.0,1254.0,6,52.0,63.0,68.0,10.0,0.0
6,5,4,DL,PSC,WA,SLC,UT,6.0,36.0,36.0,1.0,2.0,8.63,98.0,521.0,3,52.0,63.0,68.0,10.0,0.0
6,5,4,DL,SEA,WA,ANC,AK,7.17,-6.0,0.0,0.0,-1.0,9.75,215.0,1448.0,6,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,ANC,AK,10.75,20.0,20.0,1.0,1.0,13.42,220.0,1448.0,6,53.0,65.0,66.0,10.0,9.0
6,5,4,DL,SEA,WA,ANC,AK,13.67,-5.0,0.0,0.0,-1.0,16.33,220.0,1448.0,6,49.0,73.0,43.0,10.0,8.0
6,5,4,DL,SEA,WA,ANC,AK,20.83,-6.0,0.0,0.0,-1.0,23.42,215.0,1448.0,6,51.0,66.0,59.0,10.0,8.0
6,5,4,DL,SEA,WA,ANC,AK,22.98,-6.0,0.0,0.0,-1.0,1.53,213.0,1448.0,6,51.0,66.0,59.0,10.0,8.0
6,5,4,DL,SEA,WA,ATL,GA,6.0,-5.0,0.0,0.0,-1.0,13.9,294.0,2182.0,9,51.0,54.0,90.0,5.0,0.0
6,5,4,DL,SEA,WA,ATL,GA,7.67,-8.0,0.0,0.0,-1.0,15.68,301.0,2182.0,9,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,ATL,GA,11.32,0.0,0.0,0.0,0.0,19.23,295.0,2182.0,9,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,ATL,GA,13.58,7.0,7.0,0.0,0.0,21.7,307.0,2182.0,9,49.0,73.0,43.0,10.0,8.0
6,5,4,DL,SEA,WA,ATL,GA,15.25,-5.0,0.0,0.0,-1.0,23.2,297.0,2182.0,9,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,ATL,GA,17.27,-6.0,0.0,0.0,-1.0,1.1,290.0,2182.0,9,49.0,75.0,40.0,10.0,14.0
6,5,4,DL,SEA,WA,ATL,GA,21.5,-2.0,0.0,0.0,-1.0,5.42,295.0,2182.0,9,50.0,66.0,56.0,10.0,11.0
6,5,4,DL,SEA,WA,ATL,GA,23.17,2.0,2.0,0.0,0.0,7.03,292.0,2182.0,9,50.0,65.0,59.0,10.0,9.0
6,5,4,DL,SEA,WA,AUS,TX,7.42,-5.0,0.0,0.0,-1.0,13.6,251.0,1770.0,8,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,AUS,TX,11.25,-13.0,0.0,0.0,-1.0,17.42,250.0,1770.0,8,52.0,68.0,57.0,10.0,9.0
